,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tol,param_kernel,param_gamma,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.04604105949401856,0.0005838759804037125,0.0023121356964111326,0.00037488879759556705,10,rbf,1e-09,1e-06,"{'tol': 10, 'kernel': 'rbf', 'gamma': 1e-09, 'C': 1e-06}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
1,29.358914613723755,0.06603329865217666,6.432415580749511,0.04670013353670558,1e-09,rbf,1e-06,0.01,"{'tol': 1e-09, 'kernel': 'rbf', 'gamma': 1e-06, 'C': 0.01}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
2,29.319889783859253,0.10022143470074367,6.331196022033692,0.046471888212012494,1e-06,rbf,1e-06,1e-06,"{'tol': 1e-06, 'kernel': 'rbf', 'gamma': 1e-06, 'C': 1e-06}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
3,27.29428286552429,0.16843311488998983,6.1725245952606205,0.04823436008479403,1,rbf,1e-06,1,"{'tol': 1, 'kernel': 'rbf', 'gamma': 1e-06, 'C': 1}",0.5311510031678986,0.5015839493136219,0.5200845665961945,0.5264270613107822,0.5105708245243129,0.517963480982562,0.010704974215240724,20,0.9775429326287979,0.9186261558784676,0.9263074484944532,0.9144215530903328,0.9165346011621764,0.9306865382508456,0.0237696361343545
4,28.827376508712767,0.2099606231714975,6.547803354263306,0.03751528646008316,1e-07,rbf,0.1,0.01,"{'tol': 1e-07, 'kernel': 'rbf', 'gamma': 0.1, 'C': 0.01}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
5,27.40641827583313,0.08121144403808496,6.303390169143677,0.026469235730587338,0.001,rbf,1e-05,0.0001,"{'tol': 0.001, 'kernel': 'rbf', 'gamma': 1e-05, 'C': 0.0001}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
6,0.0613339900970459,0.010310357773339291,0.002792167663574219,0.0003289624665482394,10,rbf,1e-09,1e-10,"{'tol': 10, 'kernel': 'rbf', 'gamma': 1e-09, 'C': 1e-10}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
7,28.42128505706787,0.056695449853588153,6.565087032318115,0.03716511528504042,1e-06,rbf,1,1e-05,"{'tol': 1e-06, 'kernel': 'rbf', 'gamma': 1, 'C': 1e-05}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
8,28.844253635406496,0.31234500978496105,6.6280170440673825,0.0665065823810113,1e-06,rbf,0.01,0.0001,"{'tol': 1e-06, 'kernel': 'rbf', 'gamma': 0.01, 'C': 0.0001}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
9,28.205355215072633,0.06326105063363212,6.4315708637237545,0.0645577245889451,0.01,rbf,1e-07,1e-05,"{'tol': 0.01, 'kernel': 'rbf', 'gamma': 1e-07, 'C': 1e-05}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
10,28.744687223434447,0.12606218486185977,6.377871084213257,0.06911531505645385,1e-05,rbf,1e-07,1,"{'tol': 1e-05, 'kernel': 'rbf', 'gamma': 1e-07, 'C': 1}",0.5227032734952481,0.5205913410770855,0.5264270613107822,0.5306553911205074,0.5243128964059197,0.5249379926819085,0.0034404669932549137,1,0.6116248348745046,0.5955085865257596,0.5985208663497095,0.6030110935023771,0.592445853143159,0.6002222468791019,0.00668404469838337
11,28.50772852897644,0.6168045984469691,6.402092790603637,0.04626227613751956,0.01,rbf,1e-09,0.01,"{'tol': 0.01, 'kernel': 'rbf', 'gamma': 1e-09, 'C': 0.01}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
12,29.541968822479248,0.03805893524785478,6.364157629013062,0.0447586362373205,0.01,rbf,1e-06,1e-08,"{'tol': 0.01, 'kernel': 'rbf', 'gamma': 1e-06, 'C': 1e-08}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
13,28.905986499786376,0.1149943963813923,6.409192895889282,0.07394297812496141,1e-05,rbf,1,1e-08,"{'tol': 1e-05, 'kernel': 'rbf', 'gamma': 1, 'C': 1e-08}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
14,30.725609254837035,0.6418831210708894,6.774051380157471,0.03814679711372993,1e-08,rbf,1e-05,1e-07,"{'tol': 1e-08, 'kernel': 'rbf', 'gamma': 1e-05, 'C': 1e-07}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
15,30.40335359573364,0.10723461253881181,6.755765199661255,0.05683078606825797,1,rbf,1e-10,1e-08,"{'tol': 1, 'kernel': 'rbf', 'gamma': 1e-10, 'C': 1e-08}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
16,31.5764431476593,0.10399971617029888,6.712290573120117,0.02277382616875629,1e-09,rbf,0.01,1e-07,"{'tol': 1e-09, 'kernel': 'rbf', 'gamma': 0.01, 'C': 1e-07}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
17,32.18405742645264,0.22223104680014077,6.712429141998291,0.02668349209737931,1e-05,rbf,1e-05,10,"{'tol': 1e-05, 'kernel': 'rbf', 'gamma': 1e-05, 'C': 10}",0.5205913410770855,0.5205913410770855,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.5209215258600096,0.00026959474633196634,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18,22.044047927856447,0.028376013506491125,4.072395181655883,0.011550645739550704,1e-08,rbf,1e-07,0.01,"{'tol': 1e-08, 'kernel': 'rbf', 'gamma': 1e-07, 'C': 0.01}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,0.5212681638044914,0.521003963011889,0.5211304807184364,0.5211304807184364,0.5211304807184364,0.5211327137943379,8.359237897766005e-05
19,20.51042823791504,0.4121988691655167,4.226682138442993,0.019786765290766027,0.001,rbf,1e-05,1,"{'tol': 0.001, 'kernel': 'rbf', 'gamma': 1e-05, 'C': 1}",0.5205913410770855,0.5216473072861668,0.5211416490486258,0.5211416490486258,0.5211416490486258,0.521132719101826,0.000334104892806034,2,1.0,0.9997357992073976,0.9997358689910195,0.9997358689910195,0.9997358689910195,0.9997886812360912,0.00010565938541106978
